 Card_Files/SynthModel.card                                                       ref per =  -1.0 secs


  level    radius        rho         vpv         vph         vsv         vsh         eta         qmu         qkap
   497   4920000.0     4833.44    12117.51    12117.51     6639.63     6639.63     1.00000      312.00    57823.00
   498   4930000.0     4828.02    12103.97    12103.97     6634.28     6634.28     1.00000      312.00    57823.00
   499   4940000.0     4822.60    12090.38    12090.38     6628.90     6628.90     1.00000      312.00    57823.00
   500   4950000.0     4817.16    12076.74    12076.74     6623.51     6623.51     1.00000      312.00    57823.00
   501   4960000.0     4811.72    12063.04    12063.04     6618.09     6618.09     1.00000      312.00    57823.00
   502   4970000.0     4806.27    12049.29    12049.29     6612.66     6612.66     1.00000      312.00    57823.00
   503   4980000.0     4800.81    12035.49    12035.49     6607.19     6607.19     1.00000      312.00    57823.00
   504   4990000.0     4795.34    12021.63    12021.63     6601.71     6601.71     1.00000      312.00    57823.00
   505   5000000.0     4789.87    12007.71    12007.71     6596.21     6596.21     1.00000      312.00    57823.00
   506   5010000.0     4784.38    11993.75    11993.75     6590.69     6590.69     1.00000      312.00    57823.00
   507   5020000.0     4778.89    11979.73    11979.73     6585.15     6585.15     1.00000      312.00    57823.00
   508   5030000.0     4773.39    11965.65    11965.65     6579.59     6579.59     1.00000      312.00    57823.00
   509   5040000.0     4767.88    11951.51    11951.51     6574.00     6574.00     1.00000      312.00    57823.00
   510   5050000.0     4762.36    11937.32    11937.32     6568.39     6568.39     1.00000      312.00    57823.00
   511   5060000.0     4756.83    11923.06    11923.06     6562.76     6562.76     1.00000      312.00    57823.00
   512   5070000.0     4751.30    11908.74    11908.74     6557.10     6557.10     1.00000      312.00    57823.00
   513   5080000.0     4745.75    11894.37    11894.37     6551.42     6551.42     1.00000      312.00    57823.00
   514   5090000.0     4740.20    11879.94    11879.94     6545.72     6545.72     1.00000      312.00    57823.00
   515   5100000.0     4734.63    11865.45    11865.45     6539.99     6539.99     1.00000      312.00    57823.00
   516   5110000.0     4729.06    11850.89    11850.89     6534.24     6534.24     1.00000      312.00    57823.00
   517   5120000.0     4723.48    11836.28    11836.28     6528.46     6528.46     1.00000      312.00    57823.00
   518   5130000.0     4717.89    11821.60    11821.60     6522.67     6522.67     1.00000      312.00    57823.00
   519   5140000.0     4712.28    11806.86    11806.86     6516.85     6516.85     1.00000      312.00    57823.00
   520   5150000.0     4706.67    11792.05    11792.05     6511.00     6511.00     1.00000      312.00    57823.00
   521   5160000.0     4701.05    11777.18    11777.18     6505.13     6505.13     1.00000      312.00    57823.00
   522   5170000.0     4695.42    11762.24    11762.24     6499.23     6499.23     1.00000      312.00    57823.00
   523   5180000.0     4689.78    11747.23    11747.23     6493.32     6493.32     1.00000      312.00    57823.00
   524   5190000.0     4684.13    11732.16    11732.16     6487.37     6487.37     1.00000      312.00    57823.00
   525   5200000.0     4678.48    11717.02    11717.02     6481.40     6481.40     1.00000      312.00    57823.00
   526   5210000.0     4672.81    11701.82    11701.82     6475.40     6475.40     1.00000      312.00    57823.00
   527   5220000.0     4667.13    11686.55    11686.55     6469.38     6469.38     1.00000      312.00    57823.00
   528   5230000.0     4661.44    11671.21    11671.21     6463.33     6463.33     1.00000      312.00    57823.00
   529   5240000.0     4655.74    11655.79    11655.79     6457.25     6457.25     1.00000      312.00    57823.00
   530   5250000.0     4650.03    11640.31    11640.31     6451.15     6451.15     1.00000      312.00    57823.00
   531   5260000.0     4644.31    11624.76    11624.76     6445.01     6445.01     1.00000      312.00    57823.00
   532   5270000.0     4638.58    11609.14    11609.14     6438.86     6438.86     1.00000      312.00    57823.00
   533   5280000.0     4632.84    11593.44    11593.44     6432.67     6432.67     1.00000      312.00    57823.00
   534   5290000.0     4627.09    11577.67    11577.67     6426.46     6426.46     1.00000      312.00    57823.00
   535   5300000.0     4621.33    11561.83    11561.83     6420.23     6420.23     1.00000      312.00    57823.00
   536   5310000.0     4615.55    11545.92    11545.92     6413.96     6413.96     1.00000      312.00    57823.00
   537   5320000.0     4609.77    11529.93    11529.93     6407.66     6407.66     1.00000      312.00    57823.00
   538   5330000.0     4603.98    11513.86    11513.86     6401.33     6401.33     1.00000      312.00    57823.00
   539   5340000.0     4598.17    11497.72    11497.72     6394.98     6394.98     1.00000      312.00    57823.00
   540   5350000.0     4592.36    11481.50    11481.50     6388.59     6388.59     1.00000      312.00    57823.00
   541   5360000.0     4586.53    11465.21    11465.21     6382.19     6382.19     1.00000      312.00    57823.00
   542   5370000.0     4580.69    11448.84    11448.84     6375.75     6375.75     1.00000      312.00    57823.00
   543   5380000.0     4574.84    11432.38    11432.38     6369.28     6369.28     1.00000      312.00    57823.00
   544   5390000.0     4568.98    11415.86    11415.86     6362.77     6362.77     1.00000      312.00    57823.00
   545   5400000.0     4563.11    11399.25    11399.25     6356.25     6356.25     1.00000      312.00    57823.00
   546   5410000.0     4557.23    11382.56    11382.56     6349.69     6349.69     1.00000      312.00    57823.00
   547   5420000.0     4551.33    11365.79    11365.79     6343.10     6343.10     1.00000      312.00    57823.00
   548   5430000.0     4545.43    11348.94    11348.94     6336.47     6336.47     1.00000      312.00    57823.00
   549   5440000.0     4539.51    11332.00    11332.00     6329.83     6329.83     1.00000      312.00    57823.00
   550   5450000.0     4533.58    11314.99    11314.99     6323.15     6323.15     1.00000      312.00    57823.00
   551   5460000.0     4527.64    11297.89    11297.89     6316.43     6316.43     1.00000      312.00    57823.00
   552   5470000.0     4521.69    11280.71    11280.71     6309.69     6309.69     1.00000      312.00    57823.00
   553   5480000.0     4515.73    11263.44    11263.44     6302.91     6302.91     1.00000      312.00    57823.00
   554   5490000.0     4509.75    11246.09    11246.09     6296.10     6296.10     1.00000      312.00    57823.00
   555   5500000.0     4503.76    11228.65    11228.65     6289.27     6289.27     1.00000      312.00    57823.00
   556   5510000.0     4497.76    11211.12    11211.12     6282.39     6282.39     1.00000      312.00    57823.00
   557   5520000.0     4491.75    11193.51    11193.51     6275.48     6275.48     1.00000      312.00    57823.00
   558   5530000.0     4485.72    11175.81    11175.81     6268.55     6268.55     1.00000      312.00    57823.00
   559   5540000.0     4479.69    11158.03    11158.03     6261.58     6261.58     1.00000      312.00    57823.00
   560   5550000.0     4473.64    11140.15    11140.15     6254.57     6254.57     1.00000      312.00    57823.00
   561   5560000.0     4467.58    11122.19    11122.19     6247.54     6247.54     1.00000      312.00    57823.00
   562   5570000.0     4461.50    11104.13    11104.13     6240.46     6240.46     1.00000      312.00    57823.00
   563   5580000.0     4455.42    11085.99    11085.99     6233.36     6233.36     1.00000      312.00    57823.00
   564   5590000.0     4449.32    11067.75    11067.75     6226.22     6226.22     1.00000      312.00    57823.00
   565   5600000.0     4443.20    11049.42    11049.42     6219.05     6219.05     1.00000      312.00    57823.00
   566   5600000.0     4443.20    11049.43    11049.43     6219.20     6219.20     1.00000      312.00    57823.00
   567   5610000.0     4437.08    11018.45    11018.45     6190.04     6190.04     1.00000      312.00    57823.00
   568   5620000.0     4430.94    10987.46    10987.46     6160.88     6160.88     1.00000      312.00    57823.00
   569   5630000.0     4424.79    10956.47    10956.47     6131.72     6131.72     1.00000      312.00    57823.00
   570   5640000.0     4418.63    10925.46    10925.46     6102.57     6102.57     1.00000      312.00    57823.00
   571   5650000.0     4412.45    10894.46    10894.46     6073.42     6073.42     1.00000      312.00    57823.00
   572   5660000.0     4406.26    10863.44    10863.44     6044.27     6044.27     1.00000      312.00    57823.00
   573   5670000.0     4400.06    10832.42    10832.42     6015.13     6015.13     1.00000      312.00    57823.00
   574   5680000.0     4393.84    10801.39    10801.39     5985.99     5985.99     1.00000      312.00    57823.00
   575   5690000.0     4387.61    10770.36    10770.36     5956.85     5956.85     1.00000      312.00    57823.00
   576   5700000.0     4381.37    10739.31    10739.31     5927.71     5927.71     1.00000      312.00    57823.00
   577   5701000.0     4380.74    10736.21    10736.21     5924.80     5924.80     1.00000      312.00    57823.00
   578   5701000.0     3992.12    10235.98    10235.98     5528.64     5528.64     1.00000      143.00    57823.00
   579   5710000.0     3990.03    10222.09    10222.09     5521.73     5521.73     1.00000      143.00    57823.00
   580   5720000.0     3987.70    10206.64    10206.64     5514.04     5514.04     1.00000      143.00    57823.00
   581   5730000.0     3985.37    10191.19    10191.19     5506.36     5506.36     1.00000      143.00    57823.00
   582   5740000.0     3983.04    10175.73    10175.73     5498.68     5498.68     1.00000      143.00    57823.00
   583   5750000.0     3980.71    10160.29    10160.29     5491.00     5491.00     1.00000      143.00    57823.00
   584   5760000.0     3978.38    10144.84    10144.84     5483.30     5483.30     1.00000      143.00    57823.00
   585   5770000.0     3976.05    10129.39    10129.39     5475.62     5475.62     1.00000      143.00    57823.00
   586   5771000.0     3975.82    10127.84    10127.84     5474.86     5474.86     1.00000      143.00    57823.00
   587   5771000.0     3975.82    10127.91    10127.91     5474.77     5474.77     1.00000      143.00    57823.00
   588   5780000.0     3964.48    10081.98    10081.98     5448.71     5448.71     1.00000      143.00    57823.00
   589   5790000.0     3951.87    10030.95    10030.95     5419.75     5419.75     1.00000      143.00    57823.00
   590   5800000.0     3939.27     9979.92     9979.92     5390.80     5390.80     1.00000      143.00    57823.00
   591   5810000.0     3926.67     9928.89     9928.89     5361.85     5361.85     1.00000      143.00    57823.00
   592   5820000.0     3914.06     9877.87     9877.87     5332.90     5332.90     1.00000      143.00    57823.00
   593   5830000.0     3901.46     9826.83     9826.83     5303.94     5303.94     1.00000      143.00    57823.00
   594   5840000.0     3888.85     9775.81     9775.81     5274.98     5274.98     1.00000      143.00    57823.00
   595   5850000.0     3876.25     9724.77     9724.77     5246.03     5246.03     1.00000      143.00    57823.00
   596   5860000.0     3863.65     9673.75     9673.75     5217.08     5217.08     1.00000      143.00    57823.00
   597   5870000.0     3851.04     9622.71     9622.71     5188.12     5188.12     1.00000      143.00    57823.00
   598   5880000.0     3838.44     9571.68     9571.68     5159.16     5159.16     1.00000      143.00    57823.00
   599   5890000.0     3825.84     9520.65     9520.65     5130.21     5130.21     1.00000      143.00    57823.00
   600   5900000.0     3813.23     9469.62     9469.62     5101.26     5101.26     1.00000      143.00    57823.00
   601   5910000.0     3800.63     9418.59     9418.59     5072.30     5072.30     1.00000      143.00    57823.00
   602   5920000.0     3788.03     9367.56     9367.56     5043.35     5043.35     1.00000      143.00    57823.00
   603   5930000.0     3775.42     9316.54     9316.54     5014.39     5014.39     1.00000      143.00    57823.00
   604   5940000.0     3762.82     9265.50     9265.50     4985.44     4985.44     1.00000      143.00    57823.00
   605   5950000.0     3750.21     9214.48     9214.48     4956.49     4956.49     1.00000      143.00    57823.00
   606   5960000.0     3737.61     9163.44     9163.44     4927.53     4927.53     1.00000      143.00    57823.00
   607   5970000.0     3725.01     9112.42     9112.42     4898.57     4898.57     1.00000      143.00    57823.00
   608   5971000.0     3723.75     9107.31     9107.31     4895.68     4895.68     1.00000      143.00    57823.00
   609   5971000.0     3543.26     8879.72     8879.72     4734.31     4734.31     1.00000      143.00    57823.00
   610   5980000.0     3537.89     8862.43     8862.43     4728.05     4728.05     1.00000      143.00    57823.00
   611   5990000.0     3531.92     8843.21     8843.21     4721.10     4721.10     1.00000      143.00    57823.00
   612   6000000.0     3525.95     8823.99     8823.99     4714.16     4714.16     1.00000      143.00    57823.00
   613   6010000.0     3519.97     8804.77     8804.77     4707.21     4707.21     1.00000      143.00    57823.00
   614   6020000.0     3514.00     8785.55     8785.55     4700.26     4700.26     1.00000      143.00    57823.00
   615   6030000.0     3508.03     8766.34     8766.34     4693.31     4693.31     1.00000      143.00    57823.00
   616   6040000.0     3502.06     8747.12     8747.12     4686.37     4686.37     1.00000      143.00    57823.00
   617   6050000.0     3496.09     8727.90     8727.90     4679.42     4679.42     1.00000      143.00    57823.00
   618   6060000.0     3490.12     8708.67     8708.67     4672.47     4672.47     1.00000      143.00    57823.00
   619   6070000.0     3484.14     8689.46     8689.46     4665.52     4665.52     1.00000      143.00    57823.00
   620   6080000.0     3478.17     8670.23     8670.23     4658.58     4658.58     1.00000      143.00    57823.00
   621   6090000.0     3472.20     8651.01     8651.01     4651.63     4651.63     1.00000      143.00    57823.00
   622   6100000.0     3466.23     8631.80     8631.80     4644.68     4644.68     1.00000      143.00    57823.00
   623   6110000.0     3460.26     8612.58     8612.58     4637.73     4637.73     1.00000      143.00    57823.00
   624   6120000.0     3454.29     8593.36     8593.36     4630.78     4630.78     1.00000      143.00    57823.00
   625   6130000.0     3448.32     8574.14     8574.14     4623.84     4623.84     1.00000      143.00    57823.00
   626   6140000.0     3442.34     8554.92     8554.92     4616.89     4616.89     1.00000      143.00    57823.00
   627   6150000.0     3436.37     8535.70     8535.70     4609.94     4609.94     1.00000      143.00    57823.00
   628   6151000.0     3435.77     8533.78     8533.78     4609.25     4609.25     1.00000      143.00    57823.00
   629   6151000.0     3359.49     7755.40     8004.98     4381.85     4377.09     0.97646       80.00    57823.00
   630   6160000.0     3360.47     7765.70     8011.38     4379.80     4385.06     0.97296       80.00    57823.00
   631   6170000.0     3361.56     7777.14     8018.49     4377.53     4393.91     0.96907       80.00    57823.00
   632   6180000.0     3362.64     7788.58     8025.61     4375.25     4402.77     0.96518       80.00    57823.00
   633   6190000.0     3363.73     7800.02     8032.72     4372.98     4411.62     0.96129       80.00    57823.00
   634   6200000.0     3364.82     7811.46     8039.82     4370.71     4420.48     0.95741       80.00    57823.00
   635   6210000.0     3365.90     7822.90     8046.93     4368.43     4429.33     0.95352       80.00    57823.00
   636   6220000.0     3366.99     7834.33     8054.05     4366.16     4438.19     0.94963       80.00    57823.00
   637   6230000.0     3368.08     7845.77     8061.15     4363.88     4447.04     0.94574       80.00    57823.00
   638   6240000.0     3369.16     7857.21     8068.26     4361.61     4455.90     0.94185       80.00    57823.00
   639   6250000.0     3370.25     7868.65     8075.37     4359.35     4464.75     0.93796       80.00    57823.00
   640   6260000.0     3371.34     7880.08     8082.49     4357.07     4473.60     0.93407       80.00    57823.00
   641   6270000.0     3372.42     7891.52     8089.59     4354.80     4482.46     0.93018       80.00    57823.00
   642   6280000.0     3373.51     7902.96     8096.70     4352.53     4491.31     0.92629       80.00    57823.00
   643   6290000.0     3374.60     7914.40     8103.81     4350.25     4500.17     0.92240       80.00    57823.00
   644   6291000.0     3374.71     7953.18     8143.88     4400.99     4500.00     1.04550      600.00    57823.00
   645   6301000.0     3375.79     7964.53     8151.10     4398.69     4500.00     1.04659      600.00    57823.00
   646   6311000.0     3376.88     7975.87     8158.33     4396.39     4500.00     1.04769      600.00    57823.00
   647   6321000.0     3377.97     7987.21     8165.56     4394.09     4500.00     1.04879      600.00    57823.00
   648   6330000.0     3378.94     7997.43     8172.08     4392.02     4500.00     1.04978      600.00    57823.00
   649   6331000.0     3379.05     7998.56     8172.80     4391.79     3200.00     0.53091      600.00    57823.00
   650   6341000.0     3380.14     8009.91     8180.02     4389.49     3200.00     0.53146      600.00    57823.00
   651   6351000.0     2900.00     6794.63     6794.63     3893.06     3200.00     0.67564      600.00    57823.00
   652   6361000.0     2600.00     5795.75     5795.75     3194.31     3200.00     1.00357      600.00    57823.00
   653   6365000.0     2600.00     5795.75     5795.75     3194.31     3200.00     1.00357      600.00    57823.00
   654   6366000.0     2600.00     5795.75     5795.75     3194.31     2000.00     0.39202      600.00    57823.00
   655   6371000.0     1020.00     1449.97     1449.97        0.00     2000.00     1.00000   999999.00    57823.00

integration precision =  0.1000E-09  root precision =  0.1000E-09  gravity cut off =  0.6283E-01 rad/s


      mode        phs vel       w(mhz)          t(secs)      grp vel(km/s)        q             raylquo

    0 t   90    4.450560        10.06180        99.38578        4.037003        136.1979       0.7345552E-05
    0 t   91    4.446015        10.16259        98.40008        4.032550        136.6734       0.7608293E-05
    0 t   92    4.441520        10.26327        97.43480        4.028070        137.1590       0.7877913E-05
    0 t   93    4.437073        10.36384        96.48933        4.023564        137.6547       0.8154517E-05
    0 t   94    4.432672        10.46429        95.56306        4.019032        138.1605       0.8438229E-05
    0 t   95    4.428316        10.56464        94.65542        4.014474        138.6764       0.8729200E-05
    0 t   96    4.424003        10.66486        93.76586        4.009891        139.2024       0.9027693E-05
    0 t   97    4.419731        10.76497        92.89386        4.005283        139.7387       0.9334357E-05
    0 t   98    4.415501        10.86497        92.03887        4.000654        140.2848       0.1000143E-04
    0 t   99    4.411307        10.96485        91.20048        3.995997        140.8415       0.1032706E-04
    0 t  100    4.407150        11.06462        90.37818        3.991316        141.4085       0.1066051E-04
    0 t  101    4.403029        11.16426        89.57151        3.986611        141.9857       0.1100191E-04
    0 t  102    4.398942        11.26379        88.78004        3.981883        142.5733       0.1135138E-04
    0 t  103    4.394884        11.36319        88.00345        3.977127        143.1723       0.1066409E-04
    0 t  104    4.390862        11.46248        87.24114        3.972355        143.7805       0.1101912E-04
    0 t  105    4.386872        11.56165        86.49283        3.967560        144.3993       0.1137940E-04
    0 t  106    4.382913        11.66071        85.75808        3.962732        145.0294       0.1226004E-04
    0 t  107    4.378981        11.75964        85.03662        3.957894        145.6691       0.1263494E-04
    0 t  108    4.375077        11.85845        84.32805        3.953035        146.3192       0.1320737E-04
    0 t  109    4.371199        11.95714        83.63205        3.948155        146.9799       0.1360392E-04
    0 t  110    4.367478        12.05606        82.94581        3.943262        147.6494       0.4388510E-04
    0 t  111    4.363655        12.15452        82.27392        3.938343        148.3310       0.4512740E-04
    0 t  112    4.359856        12.25285        81.61365        3.933404        149.0232       0.4639365E-04
    0 t  113    4.356080        12.35106        80.96470        3.928448        149.7260       0.4768409E-04
    0 t  114    4.352328        12.44915        80.32679        3.923473        150.4394       0.4899893E-04
    0 t  115    4.348597        12.54711        79.69964        3.918480        151.1635       0.5033838E-04
    0 t  116    4.344887        12.64495        79.08298        3.913470        151.8982       0.5170266E-04
    0 t  117    4.341198        12.74266        78.47657        3.908443        152.6435       0.5309198E-04
    0 t  118    4.337529        12.84024        77.88014        3.903400        153.3996       0.5450655E-04
    0 t  119    4.333879        12.93770        77.29347        3.898341        154.1663       0.5594657E-04
    0 t  120    4.330248        13.03504        76.71631        3.893267        154.9438       0.5741225E-04
    0 t  121    4.326634        13.13225        76.14844        3.888178        155.7320       0.5890378E-04
    0 t  122    4.323038        13.22933        75.58964        3.883075        156.5309       0.6042136E-04
    0 t  123    4.319460        13.32628        75.03970        3.877958        157.3405       0.6196519E-04
    0 t  124    4.315897        13.42310        74.49841        3.872828        158.1609       0.6353544E-04
    0 t  125    4.312351        13.51980        73.96558        3.867685        158.9920       0.6513231E-04
    0 t  126    4.308820        13.61637        73.44100        3.862530        159.8339       0.6675599E-04
    0 t  127    4.305304        13.71281        72.92450        3.857363        160.6865       0.6840664E-04
    0 t  128    4.301803        13.80912        72.41589        3.852185        161.5499       0.7008444E-04
    0 t  129    4.298316        13.90531        71.91499        3.846997        162.4240       0.7178957E-04
    0 t  130    4.294842        14.00136        71.42163        3.841798        163.3088       0.7352220E-04
    0 t  131    4.291382        14.09728        70.93565        3.836590        164.2043       0.7528248E-04
    0 t  132    4.287935        14.19308        70.45688        3.831373        165.1106       0.7707057E-04
    0 t  133    4.284501        14.28874        69.98516        3.826148        166.0275       0.7888649E-04
    0 t  134    4.281079        14.38428        69.52035        3.820915        166.9552       0.8072507E-04
    0 t  135    4.277668        14.47968        69.06230        3.815675        167.8935       0.8255313E-04
    0 t  136    4.274270        14.57495        68.61086        3.810428        168.8424       0.8445414E-04
    0 t  137    4.270474        14.66869        68.17242        3.804707        169.8457      -0.9632462E-05
    0 t  138    4.267087        14.76365        67.73391        3.799441        170.8171      -0.1026174E-04
    0 t  139    4.263714        14.85849        67.30157        3.794171        171.7987      -0.1034572E-04
    0 t  140    4.260349        14.95320        66.87534        3.788895        172.7913      -0.1082357E-04
    0 t  141    4.256993        15.04776        66.45506        3.783616        173.7944      -0.1150927E-04
    0 t  142    4.253666        15.14226        66.04032        3.778329        174.8076      -0.7843447E-05
    0 t  143    4.250331        15.23657        65.63158        3.773045        175.8315      -0.8477212E-05
    0 t  144    4.247005        15.33074        65.22843        3.767758        176.8659      -0.9132096E-05
    0 t  145    4.243688        15.42478        64.83075        3.762469        177.9106      -0.9808464E-05
    0 t  146    4.240380        15.51868        64.43845        3.757180        178.9656      -0.1050668E-04
    0 t  147    4.237080        15.61246        64.05142        3.751891        180.0308      -0.1122711E-04
    0 t  148    4.233790        15.70610        63.66954        3.746602        181.1062      -0.1197012E-04
    0 t  149    4.230508        15.79960        63.29272        3.741314        182.1917      -0.1273608E-04
    0 t  150    4.227879        15.89540        62.91127        3.736557        183.2235       0.1392184E-03
    0 t  151    4.224630        15.98872        62.54408        3.731282        184.3270       0.1424617E-03
    0 t  152    4.221387        16.08191        62.18168        3.726006        185.4408       0.1452871E-03
    0 t  153    4.218152        16.17496        61.82396        3.720733        186.5643       0.1481467E-03
    0 t  154    4.214926        16.26788        61.47083        3.715464        187.6976       0.1510406E-03
    0 t  155    4.211707        16.36067        61.12220        3.710199        188.8406       0.1539688E-03
    0 t  156    4.208496        16.45333        60.77798        3.704939        189.9932       0.1569313E-03
    0 t  157    4.205292        16.54586        60.43809        3.699684        191.1552       0.1599281E-03
    0 t  158    4.202096        16.63825        60.10246        3.694435        192.3267       0.1629594E-03
    0 t  159    4.198907        16.73052        59.77100        3.689193        193.5075       0.1660250E-03
    0 t  160    4.195726        16.82266        59.44363        3.683957        194.6975       0.1691251E-03
    0 t  161    4.192551        16.91467        59.12029        3.678729        195.8967       0.1722596E-03
    0 t  162    4.189384        17.00654        58.80089        3.673509        197.1048       0.1754285E-03
    0 t  163    4.186229        17.09831        58.48530        3.668293        198.3221       0.1798398E-03
    0 t  164    4.183076        17.18993        58.17358        3.663090        199.5480       0.1831005E-03
    0 t  165    4.179930        17.28142        57.86560        3.657897        200.7826       0.1863958E-03
    0 t  166    4.176791        17.37279        57.56129        3.652713        202.0258       0.1897258E-03
    0 t  167    4.173658        17.46402        57.26059        3.647541        203.2774       0.1930904E-03
    0 t  168    4.170532        17.55513        56.96342        3.642379        204.5374       0.1964897E-03
    0 t  169    4.167413        17.64610        56.66974        3.637228        205.8056       0.1999236E-03
    0 t  170    4.164301        17.73695        56.37947        3.632090        207.0818       0.2033920E-03
    0 t  171    4.161195        17.82767        56.09257        3.626964        208.3661       0.2068949E-03
    0 t  172    4.158095        17.91827        55.80896        3.621850        209.6582       0.2104323E-03
    0 t  173    4.155002        18.00874        55.52860        3.616750        210.9579       0.2140041E-03
    0 t  174    4.151916        18.09908        55.25143        3.611664        212.2652       0.2176104E-03
    0 t  175    4.148836        18.18930        54.97739        3.606592        213.5800       0.2212509E-03
    0 t  176    4.145762        18.27939        54.70643        3.601534        214.9020       0.2249299E-03
    0 t  177    4.141871        18.36570        54.44932        3.596242        216.2939       0.3007351E-04
    0 t  178    4.138798        18.45546        54.18450        3.591215        217.6309       0.3053777E-04
    0 t  179    4.135730        18.54510        53.92260        3.586203        218.9748       0.3100567E-04
    0 t  180    4.132669        18.63461        53.66359        3.581208        220.3253       0.3147719E-04
    0 t  181    4.129613        18.72400        53.40740        3.576229        221.6823       0.3195232E-04
    0 t  182    4.126564        18.81326        53.15400        3.571268        223.0456       0.3243104E-04
    0 t  183    4.123522        18.90240        52.90334        3.566323        224.4150       0.3291334E-04
    0 t  184    4.120485        18.99141        52.65538        3.561397        225.7904       0.3339921E-04
    0 t  185    4.117455        19.08030        52.41007        3.556488        227.1717       0.3388862E-04
    0 t  186    4.114430        19.16907        52.16737        3.551598        228.5586       0.3438157E-04
    0 t  187    4.111412        19.25772        51.92723        3.546727        229.9509       0.3487804E-04
    0 t  188    4.108401        19.34624        51.68962        3.541874        231.3486       0.3537801E-04
    0 t  189    4.105395        19.43465        51.45450        3.537041        232.7513       0.3588147E-04
    0 t  190    4.102395        19.52293        51.22182        3.532228        234.1590       0.3638845E-04
    0 t  191    4.099402        19.61109        50.99155        3.527434        235.5715       0.3690211E-04
    0 t  192    4.096415        19.69914        50.76364        3.522661        236.9884       0.3746490E-04
    0 t  193    4.093434        19.78706        50.53807        3.517908        238.4098       0.3798207E-04
    0 t  194    4.090460        19.87487        50.31480        3.513175        239.8354       0.3850266E-04
    0 t  195    4.087491        19.96255        50.09379        3.508464        241.2650       0.3888646E-04
    0 t  196    4.084529        20.05012        49.87501        3.503774        242.6984       0.3941308E-04
    0 t  197    4.081572        20.13757        49.65842        3.499107        244.1351       0.3975358E-04
    0 t  198    4.078604        20.22482        49.44421        3.494474        245.5754       0.3576549E-04
    0 t  199    4.075660        20.31203        49.23190        3.489849        247.0190       0.3625121E-04
    0 t  200    4.072723        20.39914        49.02168        3.485246        248.4657       0.3674019E-04
    0 t  201    4.069792        20.48612        48.81353        3.480666        249.9152       0.3723241E-04
    0 t  202    4.066868        20.57300        48.60740        3.476108        251.3674       0.3772787E-04
    0 t  203    4.063949        20.65976        48.40328        3.471572        252.8220       0.3822656E-04
    0 t  204    4.061037        20.74640        48.20112        3.467060        254.2788       0.3872846E-04
    0 t  205    4.058132        20.83294        48.00091        3.462570        255.7377       0.3923358E-04
    0 t  206    4.055233        20.91936        47.80261        3.458104        257.1985       0.3974189E-04
    0 t  207    4.052340        21.00567        47.60619        3.453660        258.6608       0.4025339E-04
    0 t  208    4.049454        21.09187        47.41164        3.449241        260.1246       0.4076807E-04
    0 t  209    4.046574        21.17796        47.21891        3.444844        261.5897       0.4128592E-04
    0 t  210    4.043701        21.26394        47.02798        3.440472        263.0558       0.4180694E-04
    0 t  211    4.040834        21.34981        46.83883        3.436123        264.5227       0.4233111E-04
    0 t  212    4.037802        21.43465        46.65343        3.431916        265.9870       0.6953295E-07
    0 t  213    4.034946        21.52029        46.46777        3.427618        267.4547       0.1266484E-06
    0 t  214    4.032097        21.60582        46.28382        3.423344        268.9227       0.1853685E-06
    0 t  215    4.029255        21.69125        46.10154        3.419093        270.3907       0.2457142E-06
    0 t  216    4.026419        21.77657        45.92092        3.414868        271.8585       0.3077067E-06
    0 t  217    4.023590        21.86178        45.74193        3.410666        273.3259       0.3713670E-06
    0 t  218    4.020768        21.94689        45.56455        3.406489        274.7928       0.4367163E-06
    0 t  219    4.017952        22.03189        45.38875        3.402337        276.2588       0.5037758E-06
    0 t  220    4.015143        22.11679        45.21452        3.398209        277.7239       0.5725668E-06
    0 t  221    4.012340        22.20159        45.04182        3.394105        279.1879       0.6431106E-06
    0 t  222    4.009545        22.28628        44.87065        3.390027        280.6504       0.7154287E-06
    0 t  223    4.006756        22.37087        44.70098        3.385973        282.1115       0.7895425E-06
    0 t  224    4.003974        22.45536        44.53279        3.381944        283.5707       0.8654735E-06
    0 t  225    4.001198        22.53975        44.36606        3.377939        285.0280       0.9432432E-06
    0 t  226    3.998430        22.62404        44.20076        3.373959        286.4832       0.1022873E-05
    0 t  227    3.995582        22.70774        44.03784        3.370163        287.9211      -0.2033164E-04
    0 t  228    3.992826        22.79182        43.87538        3.366235        289.3711      -0.2059447E-04
    0 t  229    3.990076        22.87581        43.71431        3.362332        290.8184      -0.2085929E-04
    0 t  230    3.987334        22.95969        43.55459        3.358453        292.2628      -0.2112611E-04
    0 t  231    3.984598        23.04348        43.39623        3.354600        293.7041      -0.2139491E-04
    0 t  232    3.981869        23.12717        43.23919        3.350771        295.1422      -0.2166572E-04
    0 t  233    3.979148        23.21076        43.08346        3.346967        296.5768      -0.2193851E-04
    0 t  234    3.976433        23.29426        42.92902        3.343188        298.0078      -0.2221331E-04
    0 t  235    3.973725        23.37767        42.77586        3.339433        299.4351      -0.2249011E-04
    0 t  236    3.971024        23.46098        42.62396        3.335703        300.8583      -0.2276891E-04
    0 t  237    3.968330        23.54420        42.47331        3.331998        302.2774      -0.2304971E-04
    0 t  238    3.965643        23.62732        42.32388        3.328317        303.6922      -0.2333252E-04
    0 t  239    3.962963        23.71035        42.17567        3.324662        305.1025      -0.2361733E-04
