 Card_Files/SynthModel.card                                                       ref per =  -1.0 secs


  level    radius        rho         vpv         vph         vsv         vsh         eta         qmu         qkap
    0 t  594    3.389648        50.34068        19.86465        2.881250        428.5313      -0.2879779E-03
    0 t  595    3.388764        50.41220        19.83647        2.880954        428.4357      -0.2890911E-03
    0 t  596    3.387882        50.48371        19.80837        2.880659        428.3399      -0.2902073E-03
    0 t  597    3.387002        50.55521        19.78036        2.880364        428.2437      -0.2913264E-03
    0 t  598    3.386125        50.62670        19.75242        2.880070        428.1472      -0.2924484E-03
    0 t  599    3.385250        50.69818        19.72457        2.879778        428.0504      -0.2935733E-03
    0 t  600    3.384377        50.76966        19.69680        2.879486        427.9532      -0.2947013E-03
    0 t  601    3.383506        50.84112        19.66912        2.879194        427.8558      -0.2958322E-03
    0 t  602    3.382638        50.91258        19.64151        2.878904        427.7581      -0.2969661E-03
    0 t  603    3.381772        50.98403        19.61398        2.878614        427.6601      -0.2981030E-03
    0 t  604    3.380909        51.05547        19.58654        2.878325        427.5617      -0.2992430E-03
    0 t  605    3.380047        51.12690        19.55917        2.878037        427.4631      -0.3003861E-03
    0 t  606    3.379188        51.19832        19.53189        2.877749        427.3642      -0.3015323E-03
    0 t  607    3.378332        51.26974        19.50468        2.877462        427.2650      -0.3026815E-03
    0 t  608    3.377477        51.34114        19.47756        2.877175        427.1655      -0.3038339E-03
    0 t  609    3.376625        51.41254        19.45051        2.876890        427.0658      -0.3049894E-03
    0 t  610    3.375775        51.48393        19.42354        2.876604        426.9657      -0.3061261E-03
    0 t  611    3.374927        51.55531        19.39665        2.876320        426.8654      -0.3072869E-03
    0 t  612    3.374081        51.62668        19.36983        2.876036        426.7648      -0.3084508E-03
    0 t  613    3.373238        51.69804        19.34309        2.875752        426.6639      -0.3096179E-03
    0 t  614    3.372397        51.76939        19.31643        2.875469        426.5628      -0.3107882E-03
    0 t  615    3.371558        51.84074        19.28985        2.875187        426.4613      -0.3119617E-03
    0 t  616    3.370721        51.91207        19.26334        2.874905        426.3597      -0.3131385E-03
    0 t  617    3.369886        51.98340        19.23691        2.874624        426.2577      -0.3143184E-03
    0 t  618    3.369053        52.05472        19.21055        2.874343        426.1555      -0.3155016E-03
    0 t  619    3.368223        52.12603        19.18427        2.874062        426.0530      -0.3166881E-03
    0 t  620    3.367394        52.19733        19.15807        2.873782        425.9503      -0.3178778E-03
    0 t  621    3.366568        52.26862        19.13194        2.873503        425.8473      -0.3190709E-03
    0 t  622    3.365744        52.33991        19.10588        2.873224        425.7440      -0.3202673E-03
    0 t  623    3.364922        52.41118        19.07990        2.872945        425.6405      -0.3214802E-03
    0 t  624    3.364102        52.48245        19.05399        2.872667        425.5367      -0.3226833E-03
    0 t  625    3.363284        52.55371        19.02815        2.872389        425.4327      -0.3238897E-03
    0 t  626    3.362468        52.62496        19.00239        2.872111        425.3285      -0.3250995E-03
    0 t  627    3.361654        52.69620        18.97670        2.871834        425.2240      -0.3263128E-03
    0 t  628    3.360842        52.76743        18.95108        2.871557        425.1192      -0.3275294E-03
    0 t  629    3.360033        52.83866        18.92554        2.871280        425.0142      -0.3287495E-03
    0 t  630    3.359225        52.90987        18.90006        2.871004        424.9090      -0.3299730E-03
    0 t  631    3.358419        52.98108        18.87466        2.870728        424.8035      -0.3312000E-03
    0 t  632    3.357616        53.05228        18.84933        2.870452        424.6978      -0.3324304E-03
    0 t  633    3.356814        53.12347        18.82407        2.870176        424.5918      -0.3336644E-03
    0 t  634    3.356014        53.19465        18.79888        2.869901        424.4856      -0.3349018E-03
    0 t  635    3.355217        53.26582        18.77376        2.869626        424.3792      -0.3361428E-03
    0 t  636    3.354421        53.33699        18.74872        2.869351        424.2725      -0.3373874E-03
    0 t  637    3.353627        53.40814        18.72374        2.869077        424.1656      -0.3386355E-03
    0 t  638    3.352835        53.47929        18.69883        2.868802        424.0585      -0.3398901E-03
    0 t  639    3.352045        53.55043        18.67399        2.868528        423.9511      -0.3411482E-03
    0 t  640    3.351257        53.62156        18.64921        2.868254        423.8435      -0.3424104E-03
    0 t  641    3.350471        53.69268        18.62451        2.867979        423.7357      -0.3436762E-03
    0 t  642    3.349687        53.76380        18.59988        2.867706        423.6276      -0.3449457E-03
    0 t  643    3.348905        53.83490        18.57531        2.867432        423.5194      -0.3462189E-03
    0 t  644    3.348125        53.90600        18.55081        2.867158        423.4108      -0.3474959E-03
    0 t  645    3.347346        53.97709        18.52638        2.866884        423.3021      -0.3487766E-03
    0 t  646    3.346570        54.04816        18.50202        2.866611        423.1932      -0.3500610E-03
    0 t  647    3.345795        54.11924        18.47772        2.866337        423.0840      -0.3513492E-03
    0 t  648    3.345022        54.19030        18.45349        2.866064        422.9746      -0.3526411E-03
    0 t  649    3.344251        54.26135        18.42932        2.865790        422.8649      -0.3539369E-03
    0 t  650    3.343482        54.33240        18.40523        2.865517        422.7551      -0.3552365E-03
    0 t  651    3.342715        54.40343        18.38119        2.865244        422.6450      -0.3565399E-03
    0 t  652    3.341950        54.47446        18.35723        2.864970        422.5348      -0.3578471E-03
    0 t  653    3.341186        54.54548        18.33332        2.864697        422.4242      -0.3591583E-03
    0 t  654    3.340424        54.61649        18.30949        2.864423        422.3135      -0.3604733E-03
    0 t  655    3.339664        54.68749        18.28572        2.864150        422.2026      -0.3617921E-03
    0 t  656    3.338906        54.75849        18.26201        2.863876        422.0914      -0.3631150E-03
    0 t  657    3.338149        54.82947        18.23837        2.863602        421.9801      -0.3644417E-03
    0 t  658    3.337395        54.90045        18.21479        2.863328        421.8685      -0.3657723E-03
    0 t  659    3.336642        54.97142        18.19127        2.863055        421.7567      -0.3671074E-03
    0 t  660    3.335933        55.04306        18.16759        2.862743        421.6484      -0.3558896E-03
    0 t  661    3.335183        55.11402        18.14420        2.862468        421.5362      -0.3571933E-03
    0 t  662    3.334436        55.18496        18.12088        2.862194        421.4238      -0.3585023E-03
    0 t  663    3.333690        55.25590        18.09762        2.861919        421.3111      -0.3598166E-03
    0 t  664    3.332946        55.32683        18.07441        2.861644        421.1982      -0.3611350E-03
    0 t  665    3.332203        55.39775        18.05128        2.861369        421.0851      -0.3624576E-03
    0 t  666    3.331463        55.46866        18.02820        2.861094        420.9718      -0.3637842E-03
    0 t  667    3.330724        55.53956        18.00518        2.860819        420.8583      -0.3651150E-03
    0 t  668    3.329987        55.61045        17.98223        2.860543        420.7446      -0.3664499E-03
    0 t  669    3.329251        55.68134        17.95934        2.860267        420.6306      -0.3677890E-03
    0 t  670    3.328517        55.75221        17.93651        2.859991        420.5165      -0.3691322E-03
    0 t  671    3.327785        55.82308        17.91374        2.859715        420.4021      -0.3704796E-03
    0 t  672    3.327054        55.89394        17.89103        2.859438        420.2875      -0.3718313E-03
    0 t  673    3.326325        55.96479        17.86838        2.859161        420.1728      -0.3731872E-03
    0 t  674    3.325598        56.03563        17.84579        2.858884        420.0578      -0.3745473E-03
    0 t  675    3.324872        56.10646        17.82326        2.858606        419.9426      -0.3759117E-03
    0 t  676    3.324148        56.17728        17.80079        2.858328        419.8272      -0.3772804E-03
    0 t  677    3.323426        56.24810        17.77838        2.858050        419.7115      -0.3786534E-03
    0 t  678    3.322705        56.31890        17.75603        2.857772        419.5957      -0.3800307E-03
    0 t  679    3.321986        56.38970        17.73374        2.857493        419.4797      -0.3814123E-03
    0 t  680    3.321268        56.46049        17.71150        2.857214        419.3634      -0.3827982E-03
    0 t  681    3.320552        56.53127        17.68933        2.856934        419.2470      -0.3841886E-03
    0 t  682    3.319838        56.60204        17.66721        2.856654        419.1303      -0.3855833E-03
    0 t  683    3.319127        56.67283        17.64514        2.856372        419.0135      -0.3864538E-03
    0 t  684    3.318415        56.74358        17.62314        2.856091        418.8964      -0.3878449E-03
    0 t  685    3.317706        56.81433        17.60119        2.855810        418.7791      -0.3892417E-03
    0 t  686    3.316998        56.88506        17.57931        2.855528        418.6616      -0.3906415E-03
    0 t  687    3.316291        56.95579        17.55748        2.855246        418.5439      -0.3920457E-03
    0 t  688    3.315586        57.02651        17.53571        2.854963        418.4260      -0.3934542E-03
    0 t  689    3.314882        57.09721        17.51399        2.854680        418.3078      -0.3948671E-03
    0 t  690    3.314180        57.16791        17.49233        2.854396        418.1895      -0.3962838E-03
    0 t  691    3.313480        57.23860        17.47073        2.854112        418.0709      -0.3977054E-03
    0 t  692    3.312781        57.30929        17.44918        2.853828        417.9522      -0.3991314E-03
    0 t  693    3.312083        57.37996        17.42769        2.853543        417.8332      -0.4005617E-03
    0 t  694    3.311387        57.45062        17.40625        2.853257        417.7141      -0.4019965E-03
    0 t  695    3.310693        57.52128        17.38487        2.852971        417.5947      -0.4034357E-03
    0 t  696    3.310000        57.59192        17.36355        2.852684        417.4751      -0.4048794E-03
    0 t  697    3.309308        57.66256        17.34228        2.852396        417.3553      -0.4063276E-03
    0 t  698    3.308618        57.73319        17.32106        2.852108        417.2353      -0.4077803E-03
    0 t  699    3.307929        57.80380        17.29990        2.851820        417.1150      -0.4092375E-03
    0 t  700    3.307242        57.87441        17.27879        2.851531        416.9946      -0.4106992E-03
    0 t  701    3.306556        57.94501        17.25774        2.851241        416.8739      -0.4121655E-03
    0 t  702    3.305871        58.01560        17.23674        2.850951        416.7531      -0.4136364E-03
    0 t  703    3.305188        58.08619        17.21580        2.850660        416.6320      -0.4151118E-03
    0 t  704    3.304507        58.15676        17.19491        2.850368        416.5107      -0.4165921E-03
    0 t  705    3.303827        58.22732        17.17407        2.850076        416.3892      -0.4180768E-03
    0 t  706    3.303148        58.29787        17.15328        2.849783        416.2675      -0.4195662E-03
    0 t  707    3.302471        58.36842        17.13255        2.849489        416.1456      -0.4210602E-03
    0 t  708    3.301795        58.43895        17.11187        2.849195        416.0234      -0.4225590E-03
    0 t  709    3.301120        58.50948        17.09125        2.848899        415.9011      -0.4240624E-03
    0 t  710    3.300447        58.58000        17.07067        2.848604        415.7785      -0.4255706E-03
    0 t  711    3.299775        58.65050        17.05015        2.848307        415.6557      -0.4270836E-03
    0 t  712    3.299104        58.72100        17.02968        2.848010        415.5327      -0.4286013E-03
    0 t  713    3.298435        58.79149        17.00926        2.847712        415.4095      -0.4301237E-03
    0 t  714    3.297767        58.86197        16.98890        2.847413        415.2861      -0.4316510E-03
    0 t  715    3.297101        58.93244        16.96858        2.847114        415.1625      -0.4331832E-03
    0 t  716    3.296436        59.00290        16.94832        2.846813        415.0386      -0.4347201E-03
    0 t  717    3.295772        59.07335        16.92811        2.846512        414.9145      -0.4362620E-03
    0 t  718    3.295109        59.14379        16.90795        2.846210        414.7902      -0.4378087E-03
    0 t  719    3.294448        59.21422        16.88784        2.845908        414.6657      -0.4393656E-03
    0 t  720    3.293788        59.28464        16.86778        2.845604        414.5409      -0.4409227E-03
    0 t  721    3.293129        59.35505        16.84777        2.845300        414.4160      -0.4424847E-03
    0 t  722    3.292472        59.42545        16.82781        2.844995        414.2908      -0.4440518E-03
    0 t  723    3.291816        59.49584        16.80790        2.844688        414.1654      -0.4456239E-03
    0 t  724    3.291161        59.56623        16.78804        2.844381        414.0398      -0.4472010E-03
    0 t  725    3.290508        59.63660        16.76823        2.844074        413.9140      -0.4487832E-03
    0 t  726    3.289855        59.70696        16.74847        2.843765        413.7879      -0.4503705E-03
    0 t  727    3.289204        59.77731        16.72875        2.843455        413.6616      -0.4519629E-03
    0 t  728    3.288555        59.84766        16.70909        2.843145        413.5351      -0.4535605E-03
    0 t  729    3.287906        59.91799        16.68948        2.842833        413.4084      -0.4551632E-03
    0 t  730    3.287259        59.98831        16.66991        2.842521        413.2814      -0.4567711E-03
    0 t  731    3.286613        60.05863        16.65040        2.842208        413.1542      -0.4583842E-03
    0 t  732    3.285968        60.12893        16.63093        2.841893        413.0268      -0.4600025E-03
    0 t  733    3.285324        60.19922        16.61151        2.841578        412.8992      -0.4616261E-03
    0 t  734    3.284682        60.26951        16.59214        2.841262        412.7713      -0.4632550E-03
    0 t  735    3.284041        60.33978        16.57281        2.840945        412.6432      -0.4648891E-03
    0 t  736    3.283401        60.41004        16.55354        2.840627        412.5149      -0.4665286E-03
    0 t  737    3.282762        60.48030        16.53431        2.840307        412.3863      -0.4681735E-03
    0 t  738    3.282124        60.55054        16.51513        2.839987        412.2575      -0.4698237E-03
    0 t  739    3.281488        60.62077        16.49600        2.839666        412.1285      -0.4714750E-03
    0 t  740    3.280852        60.69100        16.47691        2.839344        411.9993      -0.4731358E-03
    0 t  741    3.280218        60.76121        16.45787        2.839020        411.8698      -0.4748020E-03
    0 t  742    3.279585        60.83141        16.43888        2.838696        411.7401      -0.4764734E-03
    0 t  743    3.278953        60.90160        16.41993        2.838370        411.6101      -0.4781506E-03
    0 t  744    3.278322        60.97178        16.40103        2.838044        411.4800      -0.4798332E-03
    0 t  745    3.277693        61.04196        16.38218        2.837716        411.3495      -0.4815214E-03
    0 t  746    3.277064        61.11212        16.36337        2.837388        411.2189      -0.4832151E-03
    0 t  747    3.276437        61.18227        16.34461        2.837058        411.0880      -0.4849144E-03
    0 t  748    3.275811        61.25241        16.32589        2.836727        410.9569      -0.4866193E-03
    0 t  749    3.275186        61.32254        16.30722        2.836395        410.8255      -0.4883298E-03
    0 t  750    3.274562        61.39265        16.28859        2.836061        410.6939      -0.4900460E-03
    0 t  751    3.273939        61.46276        16.27001        2.835727        410.5621      -0.4917678E-03
    0 t  752    3.273317        61.53286        16.25148        2.835391        410.4300      -0.4934954E-03
    0 t  753    3.272696        61.60295        16.23299        2.835055        410.2977      -0.4952287E-03
    0 t  754    3.272077        61.67302        16.21455        2.834717        410.1651      -0.4969677E-03
    0 t  755    3.271458        61.74309        16.19614        2.834378        410.0323      -0.4987125E-03
    0 t  756    3.270840        61.81314        16.17779        2.834037        409.8992      -0.5004632E-03
    0 t  757    3.270224        61.88319        16.15948        2.833696        409.7659      -0.5022196E-03
    0 t  758    3.269609        61.95322        16.14121        2.833353        409.6324      -0.5039819E-03
    0 t  759    3.268994        62.02324        16.12299        2.833009        409.4986      -0.5057501E-03
    0 t  760    3.268381        62.09325        16.10481        2.832663        409.3646      -0.5075242E-03
    0 t  761    3.267769        62.16325        16.08667        2.832317        409.2303      -0.5093042E-03
    0 t  762    3.267157        62.23324        16.06858        2.831969        409.0958      -0.5110902E-03
    0 t  763    3.266547        62.30322        16.05053        2.831620        408.9610      -0.5128822E-03
    0 t  764    3.265938        62.37319        16.03253        2.831270        408.8259      -0.5146802E-03
    0 t  765    3.265330        62.44314        16.01457        2.830918        408.6906      -0.5164843E-03
    0 t  766    3.264723        62.51309        15.99665        2.830565        408.5551      -0.5182944E-03
    0 t  767    3.264116        62.58302        15.97877        2.830211        408.4193      -0.5201106E-03
    0 t  768    3.263511        62.65295        15.96094        2.829855        408.2833      -0.5219329E-03
    0 t  769    3.262907        62.72286        15.94315        2.829498        408.1470      -0.5237614E-03
    0 t  770    3.262304        62.79276        15.92540        2.829140        408.0104      -0.5255940E-03
    0 t  771    3.261701        62.86264        15.90770        2.828780        407.8736      -0.5274348E-03
    0 t  772    3.261100        62.93252        15.89004        2.828419        407.7365      -0.5292809E-03
    0 t  773    3.260500        63.00239        15.87241        2.828056        407.5992      -0.5311342E-03
    0 t  774    3.259900        63.07224        15.85484        2.827692        407.4616      -0.5329938E-03
    0 t  775    3.259302        63.14209        15.83730        2.827327        407.3238      -0.5348596E-03
    0 t  776    3.258704        63.21192        15.81980        2.826960        407.1856      -0.5367360E-03
    0 t  777    3.258108        63.28174        15.80235        2.826592        407.0473      -0.5386194E-03
    0 t  778    3.257512        63.35154        15.78494        2.826223        406.9086      -0.5405092E-03
    0 t  779    3.256918        63.42134        15.76756        2.825852        406.7697      -0.5424055E-03
    0 t  780    3.256324        63.49112        15.75023        2.825479        406.6305      -0.5443082E-03
    0 t  781    3.255731        63.56090        15.73294        2.825105        406.4911      -0.5462173E-03
    0 t  782    3.255139        63.63066        15.71570        2.824730        406.3514      -0.5481330E-03
    0 t  783    3.254548        63.70040        15.69849        2.824353        406.2114      -0.5500553E-03
    0 t  784    3.253958        63.77014        15.68132        2.823974        406.0712      -0.5519841E-03
    0 t  785    3.253368        63.83987        15.66419        2.823594        405.9307      -0.5539195E-03
    0 t  786    3.252780        63.90958        15.64711        2.823213        405.7899      -0.5558616E-03
    0 t  787    3.252193        63.97928        15.63006        2.822830        405.6488      -0.5578103E-03
    0 t  788    3.251606        64.04897        15.61305        2.822445        405.5075      -0.5597658E-03
    0 t  789    3.251020        64.11865        15.59609        2.822059        405.3659      -0.5617279E-03
    0 t  790    3.250435        64.18831        15.57916        2.821671        405.2240      -0.5636968E-03
    0 t  791    3.249851        64.25796        15.56227        2.821282        405.0819      -0.5656725E-03
    0 t  792    3.249268        64.32760        15.54543        2.820891        404.9395      -0.5676550E-03
    0 t  793    3.248686        64.39723        15.52862        2.820499        404.7968      -0.5696443E-03
    0 t  794    3.248104        64.46684        15.51185        2.820105        404.6538      -0.5716405E-03
    0 t  795    3.247524        64.53645        15.49512        2.819709        404.5105      -0.5736437E-03
    0 t  796    3.246944        64.60604        15.47843        2.819312        404.3670      -0.5756537E-03
    0 t  797    3.246365        64.67562        15.46178        2.818913        404.2231      -0.5776707E-03
    0 t  798    3.245787        64.74518        15.44517        2.818512        404.0790      -0.5796947E-03
    0 t  799    3.245210        64.81473        15.42859        2.818110        403.9346      -0.5817267E-03
    0 t  800    3.244633        64.88427        15.41206        2.817706        403.7899      -0.5837650E-03
    0 t  801    3.244057        64.95380        15.39556        2.817300        403.6450      -0.5858104E-03
    0 t  802    3.243482        65.02331        15.37910        2.816893        403.4997      -0.5878629E-03
    0 t  803    3.242908        65.09282        15.36268        2.816484        403.3542      -0.5899226E-03
    0 t  804    3.242335        65.16230        15.34630        2.816073        403.2083      -0.5919895E-03
    0 t  805    3.241762        65.23178        15.32995        2.815661        403.0622      -0.5940636E-03
    0 t  806    3.241190        65.30124        15.31364        2.815246        402.9158      -0.5961451E-03
    0 t  807    3.240619        65.37069        15.29738        2.814830        402.7691      -0.5982362E-03
    0 t  808    3.240049        65.44013        15.28114        2.814413        402.6221      -0.6003325E-03
    0 t  809    3.239480        65.50955        15.26495        2.813993        402.4748      -0.6024361E-03
    0 t  810    3.238911        65.57896        15.24879        2.813572        402.3272      -0.6045462E-03
    0 t  811    3.238343        65.64836        15.23267        2.813149        402.1793      -0.6066647E-03
    0 t  812    3.237776        65.71774        15.21659        2.812724        402.0311      -0.6087906E-03
    0 t  813    3.237209        65.78711        15.20055        2.812297        401.8826      -0.6109241E-03
    0 t  814    3.236643        65.85647        15.18454        2.811869        401.7338      -0.6130651E-03
    0 t  815    3.236078        65.92582        15.16856        2.811438        401.5847      -0.6152137E-03
    0 t  816    3.235514        65.99515        15.15263        2.811006        401.4354      -0.6173699E-03
    0 t  817    3.234950        66.06446        15.13673        2.810572        401.2857      -0.6195338E-03
    0 t  818    3.234387        66.13376        15.12087        2.810136        401.1357      -0.6217054E-03
    0 t  819    3.233825        66.20305        15.10504        2.809698        400.9854      -0.6238847E-03
    0 t  820    3.233264        66.27233        15.08925        2.809258        400.8348      -0.6260717E-03
    0 t  821    3.232703        66.34159        15.07350        2.808817        400.6838      -0.6282666E-03
    0 t  822    3.232143        66.41084        15.05778        2.808373        400.5326      -0.6304693E-03
    0 t  823    3.231583        66.48007        15.04210        2.807928        400.3811      -0.6326798E-03
    0 t  824    3.231025        66.54929        15.02646        2.807480        400.2292      -0.6348983E-03
    0 t  825    3.230466        66.61850        15.01085        2.807031        400.0771      -0.6371247E-03
    0 t  826    3.229909        66.68769        14.99527        2.806579        399.9246      -0.6393591E-03
    0 t  827    3.229352        66.75687        14.97973        2.806126        399.7718      -0.6416015E-03
    0 t  828    3.228796        66.82603        14.96423        2.805671        399.6187      -0.6438519E-03
    0 t  829    3.228241        66.89518        14.94876        2.805213        399.4653      -0.6461105E-03
    0 t  830    3.227686        66.96432        14.93333        2.804754        399.3116      -0.6483771E-03
    0 t  831    3.227132        67.03344        14.91793        2.804293        399.1576      -0.6506519E-03
    0 t  832    3.226578        67.10254        14.90256        2.803829        399.0032      -0.6529374E-03
    0 t  833    3.226025        67.17163        14.88724        2.803364        398.8485      -0.6552289E-03
    0 t  834    3.225473        67.24071        14.87194        2.802896        398.6935      -0.6575287E-03
    0 t  835    3.224922        67.30977        14.85668        2.802427        398.5382      -0.6598368E-03
    0 t  836    3.224371        67.37882        14.84146        2.801955        398.3825      -0.6621533E-03
    0 t  837    3.223820        67.44786        14.82627        2.801482        398.2265      -0.6644781E-03
    0 t  838    3.223270        67.51687        14.81111        2.801006        398.0702      -0.6668115E-03
    0 t  839    3.222721        67.58588        14.79599        2.800528        397.9136      -0.6691533E-03
    0 t  840    3.222173        67.65487        14.78090        2.800048        397.7566      -0.6715036E-03
    0 t  841    3.221625        67.72384        14.76585        2.799566        397.5993      -0.6738626E-03
    0 t  842    3.221077        67.79280        14.75083        2.799081        397.4417      -0.6762301E-03
    0 t  843    3.220562        67.86242        14.73570        2.798553        397.2843      -0.6686041E-03
    0 t  844    3.220016        67.93135        14.72074        2.798064        397.1260      -0.6709201E-03
    0 t  845    3.219471        68.00027        14.70582        2.797572        396.9674      -0.6732447E-03
    0 t  846    3.218926        68.06918        14.69094        2.797079        396.8086      -0.6754711E-03
    0 t  847    3.218382        68.13807        14.67608        2.796583        396.6492      -0.6778102E-03
    0 t  848    3.217838        68.20694        14.66126        2.796085        396.4896      -0.6801580E-03
    0 t  849    3.217295        68.27580        14.64648        2.795585        396.3296      -0.6825145E-03
    0 t  850    3.216752        68.34464        14.63173        2.795083        396.1692      -0.6848798E-03
    0 t  851    3.216210        68.41346        14.61701        2.794578        396.0086      -0.6872539E-03
    0 t  852    3.215668        68.48227        14.60232        2.794071        395.8476      -0.6896368E-03
    0 t  853    3.215127        68.55107        14.58766        2.793562        395.6862      -0.6920286E-03
    0 t  854    3.214587        68.61985        14.57304        2.793050        395.5245      -0.6944293E-03
    0 t  855    3.214047        68.68861        14.55845        2.792537        395.3624      -0.6968390E-03
    0 t  856    3.213507        68.75736        14.54390        2.792021        395.2001      -0.6992577E-03
    0 t  857    3.212968        68.82609        14.52937        2.791502        395.0373      -0.7016855E-03
    0 t  858    3.212430        68.89480        14.51488        2.790981        394.8742      -0.7041223E-03
    0 t  859    3.211892        68.96350        14.50042        2.790458        394.7108      -0.7065683E-03
    0 t  860    3.211354        69.03218        14.48600        2.789933        394.5470      -0.7090235E-03
    0 t  861    3.210817        69.10085        14.47160        2.789405        394.3828      -0.7114879E-03
    0 t  862    3.210281        69.16950        14.45724        2.788875        394.2184      -0.7139616E-03
    0 t  863    3.209745        69.23813        14.44291        2.788342        394.0535      -0.7164446E-03
    0 t  864    3.209209        69.30675        14.42861        2.787807        393.8883      -0.7189369E-03
    0 t  865    3.208674        69.37535        14.41434        2.787270        393.7227      -0.7214387E-03
    0 t  866    3.208139        69.44393        14.40011        2.786730        393.5568      -0.7239499E-03
    0 t  867    3.207605        69.51250        14.38590        2.786187        393.3905      -0.7264706E-03
    0 t  868    3.207072        69.58105        14.37173        2.785643        393.2239      -0.7290009E-03
    0 t  869    3.206538        69.64959        14.35759        2.785095        393.0569      -0.7315407E-03
    0 t  870    3.206005        69.71810        14.34348        2.784546        392.8896      -0.7340902E-03
    0 t  871    3.205473        69.78660        14.32940        2.783993        392.7218      -0.7366494E-03
    0 t  872    3.204941        69.85508        14.31535        2.783439        392.5538      -0.7392183E-03
    0 t  873    3.204410        69.92355        14.30133        2.782881        392.3853      -0.7417970E-03
    0 t  874    3.203879        69.99200        14.28735        2.782321        392.2165      -0.7443855E-03
    0 t  875    3.203348        70.06043        14.27339        2.781759        392.0473      -0.7469838E-03
    0 t  876    3.202818        70.12884        14.25947        2.781194        391.8778      -0.7495921E-03
    0 t  877    3.202288        70.19724        14.24557        2.780627        391.7078      -0.7522104E-03
    0 t  878    3.201204        70.25345        14.23418        2.780983        391.5684      -0.9292541E-03
    0 t  879    3.200674        70.32178        14.22035        2.780415        391.3983      -0.9322095E-03
    0 t  880    3.200145        70.39009        14.20655        2.779844        391.2278      -0.9351740E-03
    0 t  881    3.199616        70.45838        14.19278        2.779270        391.0569      -0.9381478E-03
    0 t  882    3.199087        70.52665        14.17904        2.778694        390.8857      -0.9411309E-03
    0 t  883    3.198558        70.59491        14.16533        2.778115        390.7141      -0.9441232E-03
    0 t  884    3.198031        70.66315        14.15165        2.777534        390.5421      -0.9471237E-03
    0 t  885    3.197503        70.73137        14.13800        2.776950        390.3698      -0.9501346E-03
    0 t  886    3.196976        70.79957        14.12438        2.776363        390.1970      -0.9531550E-03
    0 t  887    3.196962        70.87912        14.10853        2.774892        389.9916      -0.7945859E-03
    0 t  888    3.196486        70.94842        14.09475        2.774210        389.8140      -0.7816810E-03
    0 t  889    3.195961        71.01660        14.08121        2.773611        389.6396      -0.7844225E-03
    0 t  890    3.195436        71.08476        14.06771        2.773009        389.4648      -0.7871746E-03
    0 t  891    3.194911        71.15291        14.05424        2.772404        389.2896      -0.7899374E-03
    0 t  892    3.194387        71.22103        14.04080        2.771796        389.1140      -0.7927109E-03
    0 t  893    3.193863        71.28914        14.02738        2.771186        388.9380      -0.7954952E-03
    0 t  894    3.193340        71.35723        14.01400        2.770572        388.7617      -0.7982903E-03
    0 t  895    3.192816        71.42530        14.00064        2.769956        388.5849      -0.8010962E-03
    0 t  896    3.192293        71.49335        13.98732        2.769338        388.4078      -0.8039131E-03
    0 t  897    3.191771        71.56138        13.97402        2.768716        388.2302      -0.8067409E-03
    0 t  898    3.191249        71.62939        13.96075        2.768091        388.0523      -0.8095798E-03
    0 t  899    3.190727        71.69738        13.94751        2.767464        387.8740      -0.8124297E-03
    0 t  900    3.190205        71.76536        13.93430        2.766834        387.6953      -0.8152907E-03
    0 t  901    3.189684        71.83331        13.92112        2.766200        387.5162      -0.8181629E-03
    0 t  902    3.189163        71.90124        13.90797        2.765564        387.3367      -0.8210464E-03
    0 t  903    3.188642        71.96916        13.89484        2.764925        387.1568      -0.8239411E-03
    0 t  904    3.188121        72.03706        13.88174        2.764283        386.9765      -0.8268472E-03
    0 t  905    3.187601        72.10493        13.86868        2.763638        386.7958      -0.8297646E-03
    0 t  906    3.187081        72.17279        13.85564        2.762991        386.6147      -0.8326935E-03
    0 t  907    3.186562        72.24062        13.84263        2.762340        386.4332      -0.8356339E-03
    0 t  908    3.186042        72.30844        13.82964        2.761686        386.2513      -0.8385858E-03
    0 t  909    3.185523        72.37624        13.81669        2.761029        386.0690      -0.8415494E-03
    0 t  910    3.185004        72.44401        13.80376        2.760370        385.8863      -0.8445246E-03
    0 t  911    3.184486        72.51177        13.79086        2.759707        385.7032      -0.8475115E-03
    0 t  912    3.183967        72.57950        13.77799        2.759041        385.5197      -0.8505104E-03
    0 t  913    3.183449        72.64722        13.76515        2.758372        385.3358      -0.8535209E-03
    0 t  914    3.182931        72.71491        13.75234        2.757700        385.1515      -0.8565434E-03
    0 t  915    3.182414        72.78259        13.73955        2.757025        384.9667      -0.8595778E-03
    0 t  916    3.181896        72.85024        13.72679        2.756347        384.7816      -0.8626242E-03
    0 t  917    3.181379        72.91787        13.71406        2.755666        384.5960      -0.8656827E-03
    0 t  918    3.180813        72.98437        13.70156        2.755068        384.4132      -0.8842091E-03
    0 t  919    3.180296        73.05195        13.68889        2.754381        384.2269      -0.8873674E-03
    0 t  920    3.179779        73.11951        13.67624        2.753691        384.0402      -0.8905381E-03
    0 t  921    3.179263        73.18706        13.66362        2.752998        383.8531      -0.8937210E-03
    0 t  922    3.178746        73.25458        13.65102        2.752302        383.6655      -0.8969164E-03
    0 t  923    3.178230        73.32208        13.63846        2.751602        383.4776      -0.9001242E-03
    0 t  924    3.177714        73.38956        13.62592        2.750900        383.2892      -0.9033445E-03
